deactivated_type,page_referer,referer_tpl,nb_sessions
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/spanish,artists_filters,80
deactivated_new_artist_churned,https://www.singulart.com/en/best-seller,artist_badge_best_seller,80
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/spanische,artists_filters,80
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/portfolio/artworks?my_artworks_filters%5Bstatus%5D=all&my_artworks_filters%5BtimeRange%5D=lastMonth&my_artworks_filters%5BorderBy%5D=wishlists&my_artworks_filters%5BorderDirection%5D=DESC&my_artworks_filters%5BartworkTitle%5D=,my_singulart_account_portfolio_artworks,80
deactivated_selected_no_migration,https://www.singulart.com/de/unsere-kunstwerke?isDiscountExclusive=1,browse_artworks,80
deactivated_selected_migrated_churned,https://www.singulart.com/en/only-in-singulart,artist_badge_only_on_singulart,80
deactivated_selected_no_migration,https://www.singulart.com/it/pittura?campaign_id=10&source=a2hs,browse_painting,80
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/bio,my_singulart_account_bio,80
deactivated_selected_no_migration,https://www.singulart.com/de/kunstgalerie/deutschland/n%C3%BCrnberg-3605,directory_city,80
deactivated_new_artist_churned,https://www.singulart.com/es/artistas/pintores,artists_filters,79
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/chicago-14225,directory_city,79
deactivated_selected_no_migration,https://www.singulart.com/it/artisti-pi%C3%B9-ricercati,artist_badge_best_seller,79
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/abstrakte,artists_filters,79
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a,artists_filters,78
deactivated_selected_no_migration,https://www.singulart.com/en/artworks/anna-kozyreva-dick-pic-3-1357195,artwork,78
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/american,artists_filters,77
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/abstract,artists_filters,77
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/abstractos/espa%C3%B1oles,artists_filters,77
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas/pintores/chilenos,artists_filters,77
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/am%C3%A9ricains,artists_filters,76
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/paisajistas/chilenos,artists_filters,76
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/th%C3%A9ophile-delaine-15663,artist,76
deactivated_selected_no_migration,https://www.singulart.com/es/artista/andrea-dalla-costa-6073,artist,76
deactivated_selected_no_migration,https://www.singulart.com/en/painting/abstraction,browse_painting,75
deactivated_selected_migrated_churned,https://www.singulart.com/de/exklusive-k%C3%BCnstler,artist_badge_only_on_singulart,75
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/las-vegas-14250,directory_city,75
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/abstractos/colombianos,artists_filters,75
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/cubist,artists_filters,75
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/italiens,artists_filters,75
deactivated_selected_no_migration,https://www.singulart.com/en/wishlist?page=4,wishlist_index,75
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/dallas-14231,directory_city,74
deactivated_selected_no_migration,https://www.singulart.com/cn/wishlist,wishlist_index,74
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/russische,artists_filters,74
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes-de-renom,artist_badge_acclaimed_artists,74
deactivated_selected_no_migration,https://www.singulart.com/en/painting/landscape,browse_painting,73
deactivated_selected_migrated_churned,https://www.singulart.com/de/wishlist?page=3,wishlist_index,73
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/peruvian,artists_filters,73
deactivated_new_artist_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/deutsche,artists_filters,72
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/lebanese,artists_filters,72
deactivated_selected_migrated_churned,https://www.singulart.com/fr/account/subscriptions,my_subscriptions,72
deactivated_selected_migrated_churned,https://www.singulart.com/de/malerei?campaign_id=10&source=a2hs,browse_painting,72
deactivated_new_artist_churned,https://www.singulart.com/it/pittura?campaign_id=10&source=a2hs,browse_painting,70
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b?page=2,artists_filters,70
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/spagnoli,artists_filters,70
deactivated_selected_no_migration,https://www.singulart.com/en/painting/abstract?ref=ts,browse_painting,70
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres?page=2,artists_filters,70
deactivated_new_artist_churned,https://www.singulart.com/it/artisti/pittori,artists_filters,70
deactivated_selected_no_migration,https://www.singulart.com/nl/artiesten-om-in-te-investeren,artist_badge_invest_in,69
deactivated_selected_no_migration,https://www.singulart.com/en/artist/stanko-ropi%C4%87-2919,artist,69
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/franceses?page=2,artists_filters,69
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/portfolio/artworks?page=2,my_singulart_account_portfolio_artworks,69
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/astrattisti,artists_filters,69
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/cv/publications,my_singulart_account_cv_publications,69
deactivated_selected_no_migration,https://www.singulart.com/de/malerei/abstrakt?ref=ts,browse_painting,69
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/italiani,artists_filters,68
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas/pintores/espa%C3%B1oles,artists_filters,68
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/portfolio-review,my_singulart_portfolio_review_dashboard,68
deactivated_new_artist_churned,https://www.singulart.com/fr/wishlist,wishlist_index,68
deactivated_selected_migrated_churned,https://www.singulart.com/nl/populaire-artiesten,artist_badge_popular_artists,68
deactivated_selected_migrated_churned,https://www.singulart.com/fr/peinture?campaign_id=10&source=a2hs,browse_painting,68
deactivated_selected_no_migration,https://www.singulart.com/de/wishlist?page=5,wishlist_index,68
deactivated_selected_no_migration,https://www.singulart.com/de/kunstgalerie/schweiz/sankt-gallen-14986,directory_city,68
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas,artists,68
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/french?page=2,artists_filters,68
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/portfolio-review,my_singulart_portfolio_review_dashboard,68
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/abstrakte/deutsche,artists_filters,67
deactivated_new_artist_churned,https://www.singulart.com/en/our-artworks?orderBy=date,browse_artworks,67
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/portland-14248,directory_city,67
deactivated_selected_no_migration,https://www.singulart.com/cn/account/subscriptions,my_subscriptions,67
deactivated_selected_no_migration,https://www.singulart.com/es/artistas-mas-buscados,artist_badge_best_seller,66
deactivated_new_artist_churned,https://www.singulart.com/en/artists/photographers,artists_filters,66
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/rusos,artists_filters,65
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=4,artists_filters,65
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/t%C3%BCrkische,artists_filters,65
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/p?page=16,artists_filters,65
deactivated_selected_no_migration,https://www.singulart.com/it/artisti-popolari,artist_badge_popular_artists,65
deactivated_new_artist_churned,https://www.singulart.com/fr/peinture?campaign_id=10&source=a2hs,browse_painting,65
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a?page=11,artists_filters,65
deactivated_new_artist_churned,https://www.singulart.com/de/beliebte-k%C3%BCnstler,artist_badge_popular_artists,65
deactivated_selected_migrated_churned,https://www.singulart.com/en/artists/painters/armenian,artists_filters,65
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/stanko-ropi%C4%87-2919,artist,65
deactivated_selected_no_migration,https://www.singulart.com/en/painting/abstract,browse_painting,64
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/brasile%C3%B1os,artists_filters,64
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/cubistas,artists_filters,64
deactivated_selected_no_migration,https://www.singulart.com/es/artistas-populares,artist_badge_popular_artists,64
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/paisajistas/argentinos,artists_filters,64
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/ezimo-reinhard-bienert-23249?campaign_id=1049,artist,64
deactivated_selected_migrated_churned,https://www.singulart.com/en/wishlist?page=3,wishlist_index,63
deactivated_selected_no_migration,https://www.singulart.com/ja/%E6%8F%90%E6%90%BA%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88/%E5%86%99%E7%9C%9F%E5%AE%B6,artists_filters,63
deactivated_selected_no_migration,https://www.singulart.com/de/kunstgalerie/schweiz/bern-14983,directory_city,63
deactivated_new_artist_churned,https://www.singulart.com/en/?campaign_id=11,homepage,63
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/sacha-schwarz-19505?campaign_id=1044,artist,63
deactivated_selected_no_migration,https://www.singulart.com/en/our-artworks?country=CH&page=8,browse_artworks,63
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/french,artists_filters,63
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b?page=11,artists_filters,63
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b?page=12,artists_filters,62
deactivated_new_artist_churned,https://www.singulart.com/en/featured-artists,artist_badge_featured_artists,62
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/mexicanos?srsltid=AfmBOoqh7GmHLtuWlS9jtCK6bPaWAJ4IoiZyvqHLiLsRs5c58AyAiRBQ,artists_filters,62
deactivated_new_artist_churned,https://www.singulart.com/de/discover,discover,62
deactivated_selected_migrated_churned,https://www.singulart.com/en/photography/nude,browse_photography,62
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/portfolio/artworks?page=2,my_singulart_account_portfolio_artworks,62
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/impressionisti,artists_filters,62
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/canadian,artists_filters,62
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/italiens/b?page=2,artists_filters,62
deactivated_new_artist_churned,https://www.singulart.com/es/pintura?campaign_id=10&source=a2hs,browse_painting,61
deactivated_selected_no_migration,https://www.singulart.com/nl/artiesten/beeldhouwers,artists_filters,61
deactivated_selected_migrated_churned,https://www.singulart.com/en/trending,trending,61
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/savannah-14402,directory_city,61
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/paname%C3%B1os,artists_filters,61
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori?page=3,artists_filters,61
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/catherine-mainguy-13965,artist,61
deactivated_new_artist_churned,https://www.singulart.com/en/painting/abstract,browse_painting,60
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/dessinateurs,artists_filters,60
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/dominican,artists_filters,60
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a?page=4,artists_filters,60
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/german,artists_filters,60
deactivated_selected_no_migration,https://cn.bing.com/,homepage_raw,60
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/tampa-14274,directory_city,60
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/impressionist,artists_filters,59
deactivated_selected_migrated_churned,https://www.singulart.com/nl/wishlist,wishlist_index,59
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/italiens,artists_filters,59
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=9,artists_filters,59
deactivated_new_artist_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/deutsche,artists_filters,58
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/symbolist,artists_filters,58
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/seattle-14240,directory_city,58
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b?page=3,artists_filters,58
deactivated_new_artist_churned,https://www.singulart.com/en/artists,artists,58
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artiste/fran%C3%A7ois-no%C3%ABl-5257?ref=ts,artist,58
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/dolores-flores-31299,artist,58
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/espa%C3%B1oles,artists_filters,58
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/philadelphia-14228,directory_city,58
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/belarusian,artists_filters,58
deactivated_selected_no_migration,https://www.singulart.com/en/artist/thomas-eigel-21253?ref=ts,artist,57
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/nashville-14246,directory_city,57
deactivated_selected_no_migration,https://www.singulart.com/en/artist/margaret-juul-2541,artist,57
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/canada/ottawa-14630,directory_city,57
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/p?page=15,artists_filters,57
deactivated_selected_migrated_churned,https://www.singulart.com/en/artists/photographers,artists_filters,57
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/chinos,artists_filters,57
deactivated_selected_no_migration,https://www.singulart.com/en/artist/brigitte-yoshiko-pruchnow-1572?ref=ts,artist,57
deactivated_selected_no_migration,https://www.singulart.com/en/our-artworks/abstract,browse_artworks,57
deactivated_selected_no_migration,https://www.singulart.com/ja/%E6%96%B0%E9%8B%AD%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88,artists_emerging,57
deactivated_selected_no_migration,https://www.singulart.com/en/artists/spanish,artists_filters,56
deactivated_selected_migrated_churned,https://www.singulart.com/nl/,homepage,56
deactivated_selected_no_migration,https://www.singulart.com/it/account/subscriptions,my_subscriptions,56
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti-rinomati,artists_vip,56
deactivated_selected_no_migration,https://www.singulart.com/it/artisti,artists,56
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting?page=2,browse_painting,56
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/stefan-wehmeier-26701?campaign_id=1049,artist,55
deactivated_selected_no_migration,https://www.singulart.com/en/artists/w,artists_filters,55
deactivated_selected_migrated_churned,https://www.singulart.com/,homepage_raw,55
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/expressionist,artists_filters,55
deactivated_selected_no_migration,https://www.singulart.com/en/only-in-singulart,artist_badge_only_on_singulart,55
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/portraitistes/fran%C3%A7ais,artists_filters,55
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b?page=10,artists_filters,55
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a?page=2,artists_filters,55
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/brazilian,artists_filters,55
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/bixhope-art-14195?campaign_id=1048,artist,55
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting/abstraction,browse_painting,54
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/platform-stats,my_singulart_account_platform_stats,54
deactivated_selected_no_migration,https://www.singulart.com/de/kunstgalerie/deutschland/freiburg-im-breisgau-1533,directory_city,54
deactivated_selected_no_migration,https://www.singulart.com/en/artists/v?page=8,artists_filters,54
deactivated_selected_migrated_churned,https://www.singulart.com/fr/privacy/cookies,privacy_cookies,54
deactivated_selected_no_migration,https://www.singulart.com/en/our-artworks?count=35,browse_artworks,54
deactivated_new_artist_churned,https://www.singulart.com/en/account/subscriptions,my_subscriptions,54
deactivated_new_artist_churned,https://www.singulart.com/en/artists/painters?page=2,artists_filters,54
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/alemanes,artists_filters,54
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a?page=19,artists_filters,54
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/ritrattisti/italiani,artists_filters,54
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti,artists,54
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/figurativi/italiani,artists_filters,53
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=12,artists_filters,53
deactivated_selected_no_migration,https://www.singulart.com/en/artist/penelope-moore-7273?ref=ts,artist,53
deactivated_selected_no_migration,https://www.singulart.com/en/artist/salvador-dal%C3%AD-36504,artist,53
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/christian-kabu%C3%9F-5803,artist,53
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/b,artists_filters,53
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes/p?page=6,artists_filters,53
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/fran%C3%A7ais?page=2,artists_filters,53
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler?page=4,artists_filters,53
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/cv/collections,my_singulart_account_cv_collections,53
deactivated_selected_no_migration,https://www.singulart.com/en/artist/henri-matisse-36489,artist,52
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=11,artists_filters,52
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=8,artists_filters,52
deactivated_new_artist_churned,https://www.singulart.com/es/artistas/pintores/chilenos,artists_filters,52
deactivated_selected_no_migration,https://www.singulart.com/de/unsere-kunstwerke?count=35,browse_artworks,52
deactivated_new_artist_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/abstrakte/deutsche,artists_filters,52
deactivated_new_artist_churned,https://www.singulart.com/de/fotografie,browse_photography,52
deactivated_selected_migrated_churned,https://www.singulart.com/de/unsere-kunstwerke,browse_artworks,52
deactivated_selected_no_migration,https://www.singulart.com/en/artists/z?page=5,artists_filters,52
deactivated_selected_no_migration,https://www.singulart.com/en/artist/andr%C3%A9-durand-24767?campaign_id=1044,artist,52
deactivated_selected_no_migration,https://www.singulart.com/en/artists/a?page=10,artists_filters,51
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=5,artists_filters,51
deactivated_selected_no_migration,https://www.singulart.com/en/artists/c?page=7,artists_filters,51
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/nathalie-cirino-13781,artist,51
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/de-arte-pop/argentinos,artists_filters,51
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/%C3%B6sterreichische,artists_filters,51
deactivated_selected_migrated_churned,https://www.singulart.com/fr/peinture,browse_painting,51
deactivated_new_artist_churned,https://www.singulart.com/en/artists/b,artists_filters,51
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/australia/adelaide-14709,directory_city,50
deactivated_selected_no_migration,https://www.singulart.com/en/artists/s,artists_filters,50
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres?page=3,artists_filters,50
deactivated_new_artist_churned,https://www.singulart.com/it/wishlist,wishlist_index,50
deactivated_new_artist_churned,https://www.singulart.com/de/wishlist?page=2,wishlist_index,50
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/vietnamiens,artists_filters,50
deactivated_selected_migrated_churned,https://www.singulart.com/de/wishlist?page=4,wishlist_index,50
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/de-arte-pop/mexicanos,artists_filters,50
deactivated_selected_migrated_churned,https://www.singulart.com/ja/account/subscriptions,my_subscriptions,50
deactivated_selected_no_migration,https://www.singulart.com/de/unsere-kunstwerke/abstrakt,browse_artworks,50
deactivated_new_artist_churned,https://www.singulart.com/it/artisti/pittori?page=2,artists_filters,50
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/astrattisti/italiani,artists_filters,50
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/san-antonio-14229,directory_city,50
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting/landscape,browse_painting,50
deactivated_selected_no_migration,https://www.singulart.com/ja/,homepage,50
