artist_id,email_1st_click_campaign_name,deactivated_type,nb_sales,total_bv
60344,TEMPLATE PAINTINGS SEARCH,deactivated_new_artist_churned,1,810.4478
5533,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,809.5878
28363,ADWORDS_GENERAL,deactivated_selected_no_migration,1,800
206,INTERNAL_CAMPAIGN_SEO_BRAND_OTHER,deactivated_selected_no_migration,2,800
16635,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,1,800
19875,INTERNAL_CAMPAIGN_INSTAGRAM,deactivated_selected_migrated_churned,1,800
34595,TEMPLATE PHOTO SEARCH,deactivated_selected_migrated_churned,1,800
28925,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,790
33367,ADWORDS_GENERAL,deactivated_selected_no_migration,1,780.215
10301,ADWORDS_GENERAL_BID_ELASTICITY,deactivated_selected_no_migration,1,780.215
19103,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,770
33265,TEMPLATE ARTIST,deactivated_selected_no_migration,1,770
1917,EMAIL_TRANSACTIONAL_MAO_CONFIRM_RECEPTION_OFFER,deactivated_selected_no_migration,1,762.38
12599,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,760
62427,ADWORDS_GENERAL,deactivated_new_artist_churned,1,760
898,TEMPLATE ARTIST,deactivated_selected_no_migration,1,750
33765,TEMPLATE PAINTINGS SEARCH,deactivated_selected_migrated_churned,1,740
11003,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,735
23489,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,732.828
5241,ADWORDS_GENERAL,deactivated_selected_no_migration,1,715.962
34364,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,710
4899,TEMPLATE ARTIST,deactivated_selected_no_migration,1,706.6332
22009,TEMPLATE PAINTINGS SEARCH,deactivated_selected_no_migration,1,700
27125,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,690
2943,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,666
20281,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,662.2203
7469,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,632
12813,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,626.548104
3283,TEMPLATE ARTIST,deactivated_selected_no_migration,2,620
7391,ADWORDS_GENERAL,deactivated_selected_no_migration,2,619
12547,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,605.814
33726,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,600
19049,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,589.9761
7479,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,1,580.6114
22009,TEMPLATE ARTIST,deactivated_selected_no_migration,1,578.82
3097,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,573.079425
537,ADWORDS_GENERAL_SECONDARY_LANGUAGE,deactivated_selected_no_migration,1,570
59959,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_new_artist_churned,1,568
12731,ADWORDS_GENERAL,deactivated_selected_no_migration,2,567
16241,TEMPLATE ARTIST,deactivated_selected_no_migration,1,550
16635,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_migrated_churned,1,550
17865,ADWORDS_GENERAL,deactivated_selected_migrated_churned,2,539
28249,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,524.092842
4671,TEMPLATE ARTIST,deactivated_selected_no_migration,1,520
6021,ADWORDS_GENERAL,deactivated_selected_no_migration,1,519
2705,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,518
1272,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,510
1493,FACEBOOK_REMARKETING_GENERAL,deactivated_selected_migrated_churned,2,506.25
16585,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,504.845
20887,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,504
60079,TEMPLATE PHOTO SEARCH,deactivated_new_artist_churned,1,502.47935
2419,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,1,500
700,TEMPLATE OTHER SEARCH,deactivated_selected_no_migration,1,500
7151,EMAIL_WISHLIST_V2,deactivated_selected_no_migration,1,500
33159,ADWORDS_GENERAL,deactivated_selected_no_migration,1,476
36319,TEMPLATE_LONGTAIL_ARTIST,deactivated_selected_no_migration,1,470
17951,DISPLAY_ADWORDS_CUSTOM_INTENT_GALLERYNAMES,deactivated_selected_no_migration,1,466
3841,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,462.6216
10117,ADWORDS_GENERAL,deactivated_selected_no_migration,1,460
28307,ADWORDS_GENERAL_BROAD,deactivated_selected_no_migration,1,460
31907,ADWORDS_GENERAL,deactivated_selected_no_migration,1,455.937517
31157,TEMPLATE PAINTINGS SEARCH,deactivated_selected_no_migration,1,441
4099,ADWORDS_GENERAL,deactivated_selected_no_migration,1,430
31645,TEMPLATE_GRAND_ARTIST,deactivated_selected_migrated_churned,1,428.445
19421,TEMPLATE ARTIST,deactivated_selected_no_migration,1,425.90565
16791,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,408.17777
28129,ADWORDS_GENERAL,deactivated_selected_no_migration,1,405.212998
22217,TEMPLATE ARTIST,deactivated_selected_no_migration,1,400
7429,TEMPLATE ARTIST,deactivated_selected_no_migration,1,400
22029,TEMPLATE ARTIST,deactivated_selected_no_migration,1,400
5277,DISPLAY_ADWORDS_CUSTOM_INTENT_COMPETITORS KW,deactivated_selected_no_migration,1,397.04
2307,TEMPLATE ARTIST,deactivated_selected_no_migration,1,391
264,TEMPLATE ARTIST,deactivated_selected_no_migration,1,390
10585,FACEBOOK_REMARKETING_ARTIST_PROFILE_VIEW_1DAY,deactivated_selected_migrated_churned,1,385.518
3841,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,374.588
12899,ADWORDS_GENERAL,deactivated_selected_no_migration,1,373.58195
850,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,370
8057,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,367.16
32079,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,361
19243,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,350
31541,TEMPLATE ARTIST,deactivated_selected_no_migration,1,350
32977,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,1,350
3941,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,345
15395,ADWORDS_GENERAL,deactivated_selected_no_migration,1,343.02
23511,EMAIL_TRANSACTIONAL_MAO_AUTO_ACCEPT,deactivated_selected_no_migration,1,343
28487,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,343
10585,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,340
8389,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,340
19929,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,340
50047,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_new_artist_churned,1,340
5809,FACEBOOK_CONVERSION LOOKALIKE CUSTOMERS,deactivated_selected_no_migration,1,337.029672
9047,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,336
62825,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_new_artist_churned,1,332.08
7969,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,330
4115,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,315
26389,INTERNAL_CAMPAIGN_SEO_UNKNOWN_REFERAL,deactivated_selected_migrated_churned,1,300
57046,INTERNAL_CAMPAIGN_A2HS,deactivated_new_artist_churned,1,300
2145,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,300
109,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,299.2085
57329,ADWORDS_GENERAL_BROAD,deactivated_new_artist_churned,1,298.48
14355,ADWORDS_GENERAL,deactivated_selected_no_migration,1,295
6505,ADWORDS_GENERAL,deactivated_selected_no_migration,1,290
4261,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,290
25031,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,290
9083,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,289.1385
17715,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,1,280
18881,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,276
1391,ADWORDS_GENERAL,deactivated_selected_no_migration,1,271.56
19243,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,270
33940,ADWORDS_GENERAL,deactivated_selected_no_migration,1,263.4373
50110,INTERNAL_CAMPAIGN_SEO_BLOG_REFERAL,deactivated_new_artist_churned,2,260
19627,ADWORDS_GENERAL,deactivated_selected_no_migration,1,260
19627,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,250
3637,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,250
6505,DISPLAY_ADWORDS_CUSTOM_INTENT_COMPETITORS KW,deactivated_selected_no_migration,1,249.108888
898,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,1,238
1309,DISPLAY_ADWORDS_CUSTOM_INTENT_COMPETITORS KW,deactivated_selected_no_migration,1,235.96
10585,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,229.475
4513,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,224.8855
9723,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,218.4602
34853,ADWORDS_GENERAL,deactivated_selected_no_migration,1,211.509375
19215,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,210
6267,INTERNAL_CAMPAIGN_SEO_UNKNOWN_REFERAL,deactivated_selected_migrated_churned,1,203
20675,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,203
60652,ADWORDS_GENERAL,deactivated_new_artist_churned,1,201.3046
4525,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_migrated_churned,1,200.21274
8927,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,200
15511,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,200
52495,ADWORDS_GENERAL_BROAD,deactivated_new_artist_churned,1,200
14013,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,180
60234,ADWORDS_GENERAL,deactivated_new_artist_churned,1,147
24711,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,120
24711,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,80
24711,ADWORDS_GENERAL,deactivated_selected_no_migration,1,65.5529
