artist_id,artist_name,pull_ratio,entry_over_total_bv,total bv,quadrant
14093,Adrien Vel,0.044377,0.0,8268.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14125,Rachel Ostrow,0.057867,0.0,2695.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14139,Agnès Tiollier,0.034494,0.0,8732.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14143,Kilian Basia,0.039744,0.0,8268.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14181,Delphine Bernard,0.02467,0.0,8432.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14207,brigitte Derbigny,0.048961,0.0,4708.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14211,RAFA MATEO,0.039649,0.0,10540.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14215,Karla Rothmann,0.050349,0.0,3344.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14229,Rachel Mohawege,0.052683,0.0,1112.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14237,Blake Brasher,0.026745,0.0,1012.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14257,Claire Biette,0.028424,0.0,118411.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14263,Duc Tran,0.049017,0.0,4579.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14355,Maya Mattes,0.026404,0.0,10011.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14379,JO Tuck,0.035182,0.0,800.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14415,Juliya Povkh,0.045723,0.0,5680.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14435,Helena MONNIELLO,0.026011,0.0,1020.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14441,Claudio Scotoni,0.051062,0.0,3934.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14453,MESKAR,0.056145,0.0,2214.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14469,Phuong Hoang,0.037655,0.0,7337.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14489,Aleksandr Rext,0.048547,0.0,760.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14511,Catherine LE ROUX,0.03743,0.0,3563.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14531,Stefan Petrunov,0.041381,0.0,900.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14535,Denise Eyer-Oggier,0.056296,0.0,1852.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14571,Antonio Bagia,0.038653,0.0,4214.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14581,Olga Pérez Alonso,0.035931,0.0,9460.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14591,Federica Petri,0.03128,0.0,10610.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14615,Margarete Bartsch,0.054308,0.0,5079.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14625,Aylin Goke,0.036086,0.0,1000.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14645,Taleh Mirkazım,0.034963,0.0,12288.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14651,Hannes Hofstetter,0.033832,0.0,7600.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14667,Anna Briukhovetska,0.039928,0.0,26246.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14671,Kindrie Grove,0.039368,0.0,24931.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14677,Daria Kusto,0.041376,0.0,7934.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14681,Gosia Ornowska,0.040358,0.0,3150.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14709,Lesja Rygorczuk,0.035958,0.0,20733.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14719,Peppeluciani,0.027573,0.0,460.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14723,NAVEMA,0.032687,0.0,1792.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14729,Rosemary Burn,0.028471,0.0,4535.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14777,Maryna Kisiv,0.045065,0.0,735.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14791,Ann Gadd,0.037152,0.0,11552.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14797,Salomé Perignon,0.048936,0.0,4877.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14819,Andrey Poletaev,0.044301,0.0,5323.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14835,Joëlle Tissot,0.036625,0.0,2290.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14847,Jim Ford,0.041452,0.0,2650.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14867,Bawep Kapalatama,0.0522,0.0,240.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14897,Ertan Velimatti Alagöz,0.054089,0.0,2046.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14913,Gabriella Alexa,0.036312,0.0,1030.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14919,Andrea Benetti,0.020497,0.0,1939.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14963,Joejene C. Santos,0.027157,0.0,9299.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14977,Françoise Wattré,0.036774,0.0,9117.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
14995,Gianfranco Pezzot,0.057328,0.0,16373.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15059,Barry Andrews,0.037462,0.0,1210.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15067,Marian Williams,0.053345,0.0,3100.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15071,Michelle Louis,0.020168,0.0,24715.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15093,Liesbeth Meulman,0.030943,0.0,5665.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15099,Meryl Artiste,0.033923,0.0,5632.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15103,Thomas Biegler,0.046374,0.0,9185.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15109,Ramadhyan Putri Pertiwi,0.057192,0.0,3832.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15143,Vagan Shachramanyan,0.041774,0.0,1008.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15149,Pep Jaumandreu,0.041007,0.0,700.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15165,Cheryl Wilson,0.035957,0.0,828.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15169,Éva Szakács,0.028084,0.0,8275.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15277,Bronle Crosby,0.046724,0.0,3475.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15289,jeanine FITOU VALENS,0.021886,0.0,6111.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15315,Alina Sharovskaya-Konstantinova,0.033224,0.0,963.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15369,Clotilde de la PRESLE,0.031369,0.0,10779.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15377,Landry Clément,0.053852,0.0,940.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15387,SeCam,0.025572,0.0,12350.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15455,Karl Blanchet,0.046696,0.0,9201.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15461,CBOC,0.021285,0.0,4064.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15469,Pavel Černošek,0.040522,0.0,797.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15491,Cristina Mihailescu,0.030147,0.0,582.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15497,Antonio Zucchiatti,0.033722,0.0,1903.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15511,Stefano Natali,0.045656,0.0,553.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15523,Mykola Ampilogov,0.041458,0.0,8462.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15579,Baptiste Laurent,0.040141,0.0,1450.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15583,Jean-Yves Bourgain,0.052583,0.0,13400.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15625,Adam Bogusz,0.018651,0.0,1225.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15647,Sylvie Poupé,0.051586,0.0,3093.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15663,Théophile DELAINE,0.040842,0.0,3902.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15685,Artem Grunyka,0.038671,0.0,8936.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15701,Andreas Lochter,0.022969,0.0,2100.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15717,Pedro Martinez Marín,0.053303,0.0,1688.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15731,Anja Stemmer,0.026541,0.0,4881.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15747,Nahid Bernard,0.047719,0.0,1057.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15749,Nancy Joyce,0.056767,0.0,4174.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15757,Zigou,0.027531,0.0,8313.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15777,Pamela Kenny-Levick,0.041134,0.0,7934.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15805,Olga Menzhiliy,0.041281,0.0,1339.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15823,Anna Miklashevich,0.023136,0.0,13305.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15849,Klaus Decker,0.045883,0.0,1000.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15867,Dek,0.014836,0.0,10463.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15883,Kathrin Christoph,0.0371,0.0,1175.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15885,Veronika Spleiss,0.052647,0.0,4934.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15919,Angelo Makula,0.036243,0.0,10651.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15953,ZUTISTIQUE,0.044689,0.0,1939.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15969,Anna Franczuk,0.028099,0.0,1562.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15975,Barbara Petit Lisy,0.036373,0.0,2967.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15981,Ventzislav Dikov,0.033807,0.0,10693.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
15983,Mea Ambrozo,0.029106,0.0,33141.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16019,Emilia Milcheva,0.017784,0.0,11415.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16031,Vadim Kovalev,0.043091,0.0,3066.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16109,Lana Abramoshvili,0.038462,0.0,310.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16165,Peïo,0.039459,0.0,4110.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16175,Dominique Desmeules,0.036779,0.0,5954.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16233,Alexandra Hiltl,0.033315,0.0,97389.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16249,Dan Obana,0.028288,0.0,2579.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16271,Francesco Maluta,0.050021,0.0,6530.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16337,Philippe Alliet,0.048492,0.0,2890.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16357,Esther Miranda,0.053262,0.0,8566.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16417,Isabelle De Voldere,0.050271,0.0,2100.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16421,Tylaya,0.045551,0.0,21798.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16427,Johanna Bouvarel,0.020579,0.0,250.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16437,Angela Edwards,0.050145,0.0,21987.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16447,Brigitte Thonhauser-Merk,0.048667,0.0,3830.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16471,Estelle Barbet,0.033812,0.0,2696.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16481,Kasia Środowska,0.051319,0.0,3000.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16499,Joanne Mumford,0.044469,0.0,2200.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16561,Claudio Pavone,0.018432,0.0,5839.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16585,Samuel Gómez Moreno,0.040833,0.0,1005.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16601,Julian Tauland,0.046314,0.0,4661.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16655,Thor Wickstrom,0.051508,0.0,2580.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16659,Alain Granger (A.G.R.),0.033764,0.0,196.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16689,Catherine Suchocka,0.038939,0.0,5452.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16771,Valeriano CORTÁZAR,0.037924,0.0,41058.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16781,Agustin Rüdegar,0.051942,0.0,576.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16867,Linda Storm,0.040261,0.0,3617.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16991,Larysa Uvarova,0.029343,0.0,3388.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
16995,Etty Bruni,0.031579,0.0,6228.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17009,MULLO,0.03276,0.0,230.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17035,Vandermotten Valerie,0.041813,0.0,2459.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17065,Dimitris Pavlopoulos,0.041493,0.0,14299.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17073,Jorge Sarquis Bello,0.046785,0.0,5335.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17083,Francisco Ledesma,0.053499,0.0,1798.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17099,Saehyun Paik,0.030222,0.0,4693.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17107,Hervé Souffi,0.019703,0.0,8881.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17125,Daniel Falabella,0.052269,0.0,1780.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17131,Anna Rita Angiolelli,0.039271,0.0,27438.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17149,Piero Casarin,0.036429,0.0,38880.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17163,Brian Keating,0.035874,0.0,300.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17193,Pablo Kontos,0.055866,0.0,8451.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17201,Tommaso Pensa,0.053224,0.0,1460.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17231,Langley Tolbert,0.025818,0.0,270.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17239,Karina Laru-Naú,0.053065,0.0,11491.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17249,Gianluca De Leo,0.043838,0.0,2550.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17259,Andrey Quintana,0.052454,0.0,16245.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17285,Zephrard,0.031585,0.0,460.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17301,Evert van Bommel,0.044788,0.0,1412.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17321,Michelle Yu Ting Yan,0.039191,0.0,1987.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17331,Galina Bayda,0.040757,0.0,656.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17333,Gabriele Fettolini,0.041702,0.0,16149.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17345,Min seok Kang,0.040602,0.0,6943.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17373,Rumen Sazdov,0.034443,0.0,11127.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17383,kim yeongok,0.027204,0.0,9804.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17389,Elena Martí Zaro,0.050026,0.0,8507.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17481,Juan Del Campo,0.051006,0.0,5185.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17499,Lena Kolambet (Sense),0.030399,0.0,627.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17501,Patrice Lannoy,0.055435,0.0,4206.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17539,Sara Zamperlin,0.052318,0.0,2578.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17543,Vusala Agharaziyeva,0.052367,0.0,1570.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17549,Tetiana Shuliak,0.035457,0.0,2200.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17559,Thomas Stotts,0.027539,0.0,1520.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17569,Luis Miguel Aparisi,0.047561,0.0,4075.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17577,Fangmin Wu,0.0284,0.0,7132.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17605,Patrick Patrascu,0.043181,0.0,4787.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17617,Karin Schäfer,0.031011,0.0,9816.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17621,Eunha Jang,0.020605,0.0,35585.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17631,Karin Domanowsky,0.032379,0.0,1500.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17641,Aleksandr Dubrovskyy,0.032034,0.0,14649.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17663,Benedetta Del Coco,0.049519,0.0,1753.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17675,Diane Kuster,0.036555,0.0,7010.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17697,Pat Dumez,0.041358,0.0,1449.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17703,Tetiana Ocheredko,0.036112,0.0,677.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17715,Simona Occhiuzzi,0.052688,0.0,1211.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17717,Narine Zolyan,0.032482,0.0,300.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17733,Sylvie Cloutier,0.035719,0.0,8309.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17743,Vladimir Korkodym,0.054253,0.0,12252.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17757,Lucia Warck-Meister,0.057352,0.0,1891.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17793,Ada Chini,0.032065,0.0,22111.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17813,Luciana Livi,0.021734,0.0,4877.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17825,Michel Martin,0.054537,0.0,2789.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17827,Yulia Lenina,0.027631,0.0,836.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17839,Andrey Kleshchyov,0.050905,0.0,621.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17847,Giovanni Krinner,0.044458,0.0,1600.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17851,Vicente Gonzalo,0.047468,0.0,3482.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17857,Leszek Nowak,0.019727,0.0,1210.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17877,Nathalie Jaguin,0.055608,0.0,16923.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17913,Irina Pushkareva,0.045589,0.0,869.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17915,Antonio Lucarelli,0.046891,0.0,14300.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17927,Solenn Marrel,0.031556,0.0,2200.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17951,R. Cavalié,0.023959,0.0,8369.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
17969,Vava Venezia Dellert,0.021274,0.0,19124.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18073,Ivana Dostal,0.02456,0.0,7652.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18103,Patrick Salamone,0.048649,0.0,3050.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18115,DUEALBERI,0.05587,0.0,6963.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18119,Vlad Zadvorsky,0.031569,0.0,1450.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18141,Dam Domido,0.033154,0.0,39470.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18167,Christine Vannier,0.048921,0.0,1140.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18169,Marie-Luise Beyer,0.051489,0.0,2540.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18173,Alfredo Bertolini,0.036666,0.0,33905.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18191,Max Kulich,0.048347,0.0,880.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18199,Eva Hoffmann,0.035328,0.0,5130.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18205,Davina Nicholas,0.046725,0.0,2942.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18231,Derek Olson,0.037916,0.0,2824.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18235,Steffi Rodigas,0.019462,0.0,995.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18243,Olga Soloviova,0.026252,0.0,10259.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18255,Jeanette Jarville,0.045631,0.0,9026.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18281,Stephanie Berry,0.02855,0.0,4375.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18283,Rinalds Vanadziņš,0.032843,0.0,3691.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18293,Katrina Avotina,0.039285,0.0,4691.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18321,Hilary Tait Norod,0.057369,0.0,520.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18329,Eliane Ypersiel,0.026036,0.0,4151.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18333,Aliénor de Cellès,0.057064,0.0,2524.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18379,Vincent Gabin,0.053453,0.0,4447.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18381,Juan Jose Hoyos Quiles,0.050478,0.0,10677.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18435,Marian Wihak,0.044439,0.0,588.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18489,Bela Fidel,0.040431,0.0,2696.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18533,Heather Robinson,0.049901,0.0,2557.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18597,Eliora Bousquet,0.018435,0.0,5226.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18677,Philippe Jamin,0.04311,0.0,35604.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18685,José Luis Castrillo,0.041168,0.0,13378.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18689,Lianna Klassen,0.031564,0.0,4594.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18701,Allan O'Marra,0.046523,0.0,4105.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18731,PacoRoum,0.041053,0.0,2528.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18789,Joëlle Darmon,0.042261,0.0,7173.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18855,Panayiotis Marlagoutsos,0.040471,0.0,13305.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18881,Federico Cortese,0.03073,0.0,5825.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18893,Gilles Crann Piorr'art,0.032795,0.0,790.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18941,Bertrand Joliet,0.0552,0.0,5496.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18957,Alessia Lu,0.026386,0.0,16440.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18969,Abhishek Kumar,0.027329,0.0,2664.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
18981,Olga Yakunina,0.050879,0.0,7010.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19003,Sabre Esler,0.041543,0.0,11009.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19023,José Maria Martin,0.051169,0.0,600.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19025,Joselyn Miller,0.042889,0.0,2679.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19057,Jean Yohanan Delaunay-Israël,0.042412,0.0,7095.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19099,Michele Imperiale,0.051222,0.0,1317.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19123,Ivan Lorenzo Frezzini,0.030878,0.0,1390.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19125,Jules Morissette,0.05555,0.0,1062.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19137,Dinara Daniel,0.055593,0.0,8390.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19155,Ans Duin,0.037002,0.0,7678.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19189,Jose Vicente Barrachina sanchis,0.057362,0.0,3520.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19205,Roberto Re,0.038317,0.0,8646.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19239,Birgit Karn,0.044814,0.0,1042.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19247,Bernd Czauderna,0.039221,0.0,670.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19269,MIRIAM CHIERA,0.040636,0.0,7783.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19303,Dimitri Strelkov,0.043731,0.0,13534.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19325,Benjamin Nyari,0.037292,0.0,10005.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19343,Areg Elibekian,0.036323,0.0,700.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19375,Uta Oesterheld-Petry,0.043223,0.0,1047.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19385,Anna Shesterikova,0.02888,0.0,4930.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19405,Marcela Ramirez-Aza,0.050606,0.0,27627.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19411,Sara Sepúlveda,0.025307,0.0,20573.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19419,Adolfo De Turris,0.049558,0.0,709.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
19433,Sandra Botner,0.049655,0.0,3450.0,"Demand-driven (Low Pull, Low/Zero Entry BV)"
