artist_id,artist_name,total_results,has_knowledge_panel,wikipedia_in_top5,art_platform_in_top5,instagram_in_top5,error
18359,Jean-Yves Verne,7810,False,False,True,True,
36661,Louis Wain,541000,True,True,False,False,
3499,Tracy Ostmann Haschke,6000,True,False,True,False,
13131,Emiliano Albani,2330,False,False,False,False,
7773,Egunlae Olumide,176,False,False,False,False,
19735,Laurent Vauxion,870,False,False,False,False,
28183,David Brush,19600,False,False,True,True,
33185,Sabela Garcia Cuesta,2630,False,False,False,False,
22181,Karine Chauveau,1870,False,False,False,True,
28187,Svetlana Bagdasaryan,11200,False,False,True,False,
32721,Monica Abbondanzia,2420,True,False,True,True,
6119,Birgit Huttemann-Holz,6980,False,False,True,True,
19915,Anne Deon,2610,False,False,True,True,
20727,Svetoslav Stoyanov,13700,False,False,True,False,
26281,Fabien Novarino,155000,True,False,False,True,
1609,Pénélope,271000,False,False,False,True,
8327,Marcello Mancuso,2680,False,False,True,False,
14453,MESKAR,58200,False,False,True,False,
14319,Mikha,886000,False,False,False,True,
2603,Tehos,232000,False,False,True,True,
15561,Hélène Rooryck,1020,False,False,True,True,
6921,Pietro Dente,3870,False,False,True,False,
27435,Jean-Luc Desset,8650,False,False,True,False,
22097,Evgeny Potapkin,2690,False,False,False,False,
28191,Silke Host,1140,False,False,False,True,
15095,Debbie Pacheco,23300,False,False,True,True,
7665,Fernando Rascón,4520,False,False,True,True,
31387,Gunda Jastorff,2860,False,False,True,True,
14509,Natale Addamiano,47100,True,False,True,True,
23947,Ana Maria Botero,10700,True,False,False,True,
19231,Luigi Marco Iacono,464,False,False,False,True,
6929,Pascal Manitoba,4980,False,False,True,True,
2941,Iris Schiebener,1860,True,False,True,True,
1253,Luzia Werner,1770,False,False,True,True,
2219,Pavel Gempler,1960,False,False,False,True,
1985,Marit Geraldine Bostad,8570,False,False,True,True,
28001,Mike Barr,62500,False,False,False,True,
12187,Nivas Kanhere,8340,True,False,True,True,
13197,Spriha Gupta,5790,False,False,False,False,
21017,Jérome Guillet,9580,False,False,False,False,
36631,Itzchak Tarkay,337000,True,True,False,False,
36704,Richard Estes,235000,True,True,True,False,
210,Fethi Sahraoui,6840,True,False,True,True,
3753,Maria Falk Larsson,9250,False,False,True,True,
9221,Francis Azzopardi,11300,False,False,True,True,
6429,Sunny Jiang,7250,False,False,False,False,
11515,Dann,26400000,False,True,True,True,
27931,Peisy Ting,2800,False,False,True,True,
12549,Lia Kok,1670,False,False,True,True,
14139,Agnès Tiollier,14100,False,False,False,True,
14225,Gianfranco Fusari,955,False,False,False,True,
3055,Hugo & Alejandro Viana,97,False,False,True,True,
9665,Rachel Olynuk,11700,False,False,True,True,
839,Clothilde Lasserre,10900,False,False,True,True,
13277,Anna Jaap,1380,False,False,True,True,
3223,Paul Hamanaka,2580,False,False,True,False,
8993,Dalia Atteya,1820,False,False,True,True,
1605,Valérie Jayat,7210,True,False,False,False,
7649,Johann van den Noort,3510,False,False,False,False,
32705,Pavel Égüez,8940,True,True,False,True,
4863,Thu Nguyen,1860000,False,False,True,False,
21879,Ximena Samudio,1550,False,False,True,False,
549,Jacqueline Abel,2400,False,False,False,False,
28557,tage fredheim,4850,False,False,True,True,
11857,Christine Martz,4240,False,False,True,True,
9713,LOUIS MAGRE,9290,False,False,False,False,
13729,Simay Keles,4170,False,False,True,True,
20603,Valentina Samus,4170,False,False,True,True,
10283,Kohlene Hendrickson,6810,False,False,True,True,
10993,Sanjay Dhawan,31500,False,False,True,True,
27767,Paul Mathieu,104000,True,False,False,True,
33147,Françoise Dedon,3930,False,False,True,False,
547,Patricia Caroff,2250,False,False,False,True,
8149,Martine Vanderspuy,18800,False,False,True,True,
15745,PATRICK MOLES,5590,False,False,True,False,
6263,James Zamora,34900,False,False,False,True,
2445,William Kendall,149000,True,False,True,True,
533,Daniela Schweinsberg,561000,False,False,True,True,
22105,Matthew James Collins,9320,False,False,False,True,
25439,Monika Kovatsch,736,False,False,True,True,
6609,Eunman Huh,68,False,False,True,False,
4173,Algis Beržiūnas,1730,False,False,True,True,
10539,Daria Tekuch,1280,False,False,True,False,
14207,brigitte Derbigny,8290,False,False,True,True,
4109,Milenna Saraiva,2270,False,False,False,True,
53257,Ewa Martens,6410,False,False,True,True,
29069,Virginia Patrone,8010,True,True,True,False,
14957,Kai Hoge,1130,False,False,True,True,
13919,Michael Viger,2140,True,False,True,True,
11559,Andrew Hutchinson,142000,False,False,True,False,
9939,Anja Hagemann,3880,False,False,False,True,
11147,Gabi Jimenez,11600,False,False,False,False,
24961,Carmo Almeida,21800,False,False,True,True,
48246,Antoni Tàpies,1610000,True,True,True,False,
33440,Anila Dekovelli Ciccone,2040,False,False,True,False,
7169,Nico Le Roux,3710,False,False,True,True,
10357,Karyna Iglesias,888,False,False,True,True,
1329,Stephen Hall,124000,False,False,True,True,
32565,Abdulrahman Hamdi,4060,True,False,True,True,
29171,Zinna (jiyoun) Kim,1,False,False,False,False,
28625,Yannick Aaron,2990,False,False,True,True,
78,Alicja Dobrucka,3660,True,False,True,False,
16779,Beatrice Hoffman,15200,False,False,True,True,
46572,Mel Ramos,389000,True,True,False,False,
33343,Martin Allen,161000,False,False,False,True,
21623,Arístides Artal,968,False,False,False,True,
77,Rosy Auguste,3750,False,False,False,True,
37188,Felix Günther,14400,False,False,True,True,
2955,Sujin Wattanawongchai,1140,False,False,False,True,
4263,Isabelle Vobmann,772000,False,False,False,False,
4925,Paul Stein,208000,True,False,True,True,
26719,Darlene Winfield,3970,False,False,True,True,
22957,Victoria Lakes,23700,False,False,False,True,
7229,Stéphane Cojot-Goldberg,937,False,False,True,True,
12957,Tony Weiss,11100,False,False,True,True,
27211,Anca Todrican,2040,False,False,True,True,
60352,Altin Furxhi,60500,False,False,True,False,
9653,Sonia Bellezza,4990,False,False,True,True,
9111,Ana Markovic,74100,False,False,True,True,
1543,Giuseppe Corradino,3090,False,False,True,True,
34024,Gaya Lastovjak,16800,False,False,True,True,
7959,Zeiko Duka,1330,False,False,False,True,
703,Nicolas Wilmouth,2490,False,False,True,False,
13597,Does,1020000000,False,True,False,True,
3563,Marcela Krause,2790,False,False,True,True,
4635,Paulina Wong,7270,False,False,True,False,
14397,Raynald Letertre,5200,False,False,False,True,
2873,Elke Albrecht,17700,False,False,True,True,
14365,nathalie Grenier,15400,False,False,True,False,
27251,Gabriel Jideonwor,917,False,False,True,True,
23845,Gérard Conterio,4060,False,False,True,False,
11891,Polina Kharlamova,2390,False,False,False,True,
13527,Karlien Hamel-Kuperus,472,True,False,True,False,
10777,Allen Wittert,3580,False,False,False,True,
19723,ARTURO PONCE GALVEZ,131,False,False,False,True,
13487,Ann Dunbar,30400,False,False,False,True,
15029,Camille Guerin,51400,False,False,False,True,
24533,Michele Krauss,8930,False,False,True,True,
19781,Giancarlo Siniscalchi,13800,False,False,True,True,
24903,Dmitrieva Daria,2020,False,False,False,True,
24009,Roula Chreim,8510,False,False,True,True,
22361,Sumitava Maity,10400,False,False,True,True,
31523,Sviatlana Petushkova,6020,False,False,True,True,
34000,Margarita Ivanova,33400,False,False,True,True,
26873,Luise Kloos,16000,False,False,True,False,
7257,Ana Guerrero,1180000,False,False,True,True,
13237,Roger Rode,2740,False,False,False,False,
23221,Alessandro Montalbano,3620,False,False,True,False,
33469,Tigran Mamikonyan,10700,False,False,True,True,
54721,Gerd Zimmermann (ZIMMERMANN-Formanist Art),7,False,False,True,False,
24811,Fred Jürgen Rogner,316,False,False,False,True,
1524,Geoffrey Greene,11400,False,False,False,False,
23553,Helmtrud Kraienhorst,4340,False,False,True,True,
1694,Melissa Mcgill,89200,False,False,False,True,
5711,Gamaleil Neaves,134,False,False,False,False,
980,Maria Magenta,15400,False,False,True,True,
54735,Paula Segarra,21400,False,False,True,True,
2381,Akis Oulkeroglou,1810,False,False,True,True,
14389,Alain Rolland,25400,False,False,True,True,
10049,Krisztina Dózsa-Farkas,3410,False,False,True,False,
26779,Vitaly Leshukov Soldatov,10200,False,False,True,True,
4877,Oliver Weiller,638,False,False,False,False,
11107,Pegaz,251000,False,False,True,True,
17115,Marco Saporiti,8760,False,False,True,False,
14535,Denise Eyer-Oggier,6530,True,False,True,True,
20497,Joris van der Horst,6510,False,False,True,True,
1342,Irmi Aumeier,461,False,False,False,True,
7549,Alice Brasser,35300,False,False,True,True,
15235,David Gua,20600,False,False,True,True,
26907,Frantisek Florian,7690,False,False,True,False,
28679,Jo Nin,12300,False,False,False,False,
5345,Judith Dalozzo,4850,False,False,True,True,
9945,bernard rolland,17400,False,False,True,False,
30419,Forman Act,253,False,False,False,True,
1294,Jessica Gonpra,3680,False,False,True,False,
31573,Martine Le Bidan,4530,False,False,True,True,
10929,Angus Hampel,12200,False,False,True,True,
3729,Dariusz Zejmo,6180,False,False,True,False,
37413,Romina Petrini,11700,False,False,True,False,
4951,Andrea Edwards,148000,False,False,True,True,
21557,Damilola Okhoya,812,False,False,True,False,
11251,Audry Kalman,1350,False,False,True,True,
10543,Dutch Montana,13700,False,False,True,True,
19041,Willie Strydom,4510,False,False,True,True,
21329,Pablo Salvador Rocha,1130,False,False,True,True,
7727,Michelle Marra,2620,False,False,False,True,
13535,Ji Young Kim,29300,False,False,False,True,
14915,Adeline Dutel,2670,False,False,True,False,
21515,ALEJANDRA FERNÁNDEZ MADRIGAL,4,False,False,False,False,
23735,Julio Sendino,1660,False,False,False,False,
15509,Sandra Perfetto,1780,False,False,False,True,
5757,Rebecca de Cachard,3030,False,False,True,True,
6971,Laurence Moracchini,9010,False,False,False,True,
29331,Svetlana Romanova,13800,True,False,False,True,
7217,Luis Antonio Hinojosa Montellano,104,False,False,True,True,
7119,Ulrike Schmelter,4100,False,False,True,True,
4791,Liz Whaley,2700,False,False,True,True,
5673,Tom Leighton,67100,True,False,True,True,
53192,fabrizio sironi,3470,False,False,True,True,
16629,Julia Fragua,5650,False,False,True,True,
7239,Zeljka Paic,1480,False,False,True,True,
144,Christophe Faso,7450,False,False,True,True,
16967,Marcarson,1430,False,False,True,True,
33067,Anna Soghomonyan,6130,True,False,True,False,
34102,Antonio Mateos Prieto,3060,False,False,True,True,
24573,jesus rodriguez de la torre,4260,False,False,False,False,
7715,Claudia Grutke,12300,False,False,True,True,
23883,Irene Nelson,396000,False,False,True,True,
19841,Tine Weppler,1510,False,False,True,True,
639,Margarete Schrüfer,2740,True,False,True,True,
17359,Marcello Carrozzini,2550,False,False,False,True,
33403,Bret Polok,9810,False,False,False,False,
26427,Pooshy Lebaron,732,False,False,True,False,
26395,Marie-Pierre Autonne,7170,False,False,False,True,
7891,Filip Pavlik,1960,True,False,True,True,
23777,Petra Klos,5660,False,False,True,True,
28581,Francesc Marco,11900,False,False,True,False,
8133,Silvio Vigliaturo,27400,True,True,True,False,
31811,Evgenija Koch,3110,False,False,True,True,
18309,Frédérique Marteau,4170,False,False,True,False,
36727,Spencer Tunick,88600,True,True,True,True,
32111,Malvina Sauvage,16000,False,False,True,True,
6775,Junwon Lee,8060,False,False,True,False,
3527,Serge Krewiss,2230,True,False,True,True,
29327,Edith Stütz,2160,True,False,True,False,
26287,Romain Dorez,5030,False,False,True,True,
8475,Leon Lollipop,317,False,False,True,False,
2177,Hesther Van Doornum,15600,False,False,True,True,
36676,Michaël Borremans,498000,True,True,True,True,
27331,Asami GOTO,2810,False,False,True,True,
19207,Annette Pral,510,False,False,True,True,
31953,Moira McAinsh,77700,False,False,True,True,
25355,Dirk Eelen,1840,False,False,True,True,
19969,Alejandro Parisi,15600,False,False,False,True,
33425,Doc Heiens,5,False,False,False,True,
6941,Jean-Luc Juhel,17400,False,False,True,False,
17481,Juan Del Campo,228000,False,False,False,True,
32133,Rikki Kasso,3390,False,False,True,True,
1304,Russell Gilder,536,False,False,True,True,
8755,Titti Garelli,9390,False,False,True,False,
15911,Andreas Dullnig,1100,False,False,False,False,
17897,Béatrice Migliore,2430,False,False,False,False,
7889,José Maria Diaz Ligüeri Ariño,537,False,False,False,True,
10971,Crawfurd Adamson,2540,True,True,True,False,
30789,Phil Davis,129000,True,False,False,True,
1406,Alejandro Lucas Debonis,188,False,False,True,False,
19503,Pei An,46800,False,False,True,True,
5675,Eduardo Andaluz,1700,False,False,True,True,
10541,Lika Shkhvatsabaia,8290,False,False,True,True,
1046,Agnès Guillon,4410,False,False,False,True,
30193,Mila Ruiz,45500,False,False,True,True,
1529,Angela Szabo,9680,False,False,True,False,
24559,Alice Gur-Arie,7540,False,False,False,True,
11633,Kelly Borsheim,12600,True,False,True,False,
11383,Alain Moretti,4340,False,False,False,False,
27983,Jerome Cholet,1880,True,False,True,True,
27153,Zita Vilutyte,6430,True,False,True,True,
36562,Anish Kapoor,2340000,True,True,False,False,
33424,Ramon Royce,237,False,False,False,True,
14819,Andrey Poletaev,6390,False,False,True,True,
4075,Heinke Böhnert,2860,False,False,True,False,
290,Emmanuel Blivet,2760,False,False,False,True,
6949,Ursula Heermann-Jensen,1600,False,False,False,True,
28789,Aram Sevoyan,13800,False,False,True,True,
8035,Angel Reyes,264000,False,True,True,True,
24621,Raúl Álvarez,187000,False,False,False,False,
26775,Eva Hoppert,4470,True,False,True,True,
15617,Emilie Chêne,3570,False,False,True,False,
11693,Sabine Hartmann,19900,False,False,True,False,
4869,Shveta Saxena,4930,False,False,True,True,
13061,Fulvio Bifarini,767,False,False,True,False,
29245,Danilo Maldonado Machado,3640,True,True,False,True,
3379,Annette Kunow,10900,False,False,True,True,
20689,Barbara Pastorino,8130,False,False,True,True,
6783,Zuzanna Jankowska,14000,False,False,True,True,
8583,Andrew Lennon,32200,False,False,True,True,
28253,Leanne Hughes,24000,False,False,False,True,
22247,Maryda Geraci,5040,False,False,True,True,
3085,Javier Ramos Julián,5950,False,False,True,True,
21539,Marnie McKnight,8720,False,False,False,True,
21811,Teo Soos,1350,False,False,True,True,
1711,Bea Palatinus,629,False,False,True,True,
34164,Ekaterina Aristova,5120,True,False,True,True,
12489,Lucile Callegari,6850,False,False,True,True,
11747,F G Davis,5270,False,False,True,False,
28313,werner wilfred pierre,444,False,False,False,False,
10923,Yeong Choi,60500,False,False,True,True,
19833,Peter Koelman,1710,False,False,True,False,
25237,Maura Patrizia Zoller,2580,False,False,True,True,
9963,Cristina Barr,2870,False,False,True,True,
20011,Ann Cameron McDonald,5170,False,False,True,True,
3445,Sergei Inkatov,303000,False,False,False,True,
25817,Erika Jâmece,418,False,False,False,True,
21253,Thomas Eigel,2780,False,False,False,False,
1224,Art Van Kraft,7440,False,False,True,True,
9889,MANUEL SANTIAGO,158000,False,False,True,False,
33201,Einat Lev Ari,5300,False,False,True,True,
3369,Mónica Luza-Windolph,696,False,False,True,True,
13469,Soraya,6090000,False,False,False,True,
18867,Nathalie De Corte,44900,False,False,True,False,
15289,jeanine FITOU VALENS,7110,True,False,True,False,
24697,Anna Martinazzi,241,False,False,True,False,
36737,Vivian Maier,298000,True,True,True,True,
20263,Stefania Eucalipti,1050,False,False,True,True,
15413,Jean-Baptiste Loyrette,31,False,False,False,False,
14247,Horacio Elena,6390,False,False,True,True,
36552,Barbara Kruger,1090000,True,True,False,False,
17247,Luc Pallegoix,2550,False,False,False,False,
2321,Britta Clausnitzer,475,False,False,True,True,
11937,Malek Salah,3120,False,False,True,False,
21885,Laura Beatrice Gerlini,13000,False,False,True,False,
1124,María Prado,109000,False,False,False,True,
49974,JR,880000000,True,True,False,True,
5785,Fieke de Roij,12500,False,False,True,True,
42644,Robert Indiana,957000,True,True,False,False,
22569,Nicolas Maureau,10400,False,False,True,True,
2839,Adela Burdujanu,1940,False,False,True,True,
27603,SOPHIE MASSON-KACZMARCZYK,56,False,False,True,False,
13253,Alejandra Phelts,5870,False,False,True,True,
17201,Tommaso Pensa,2740,False,False,True,False,
23669,Irene Van den Bos,12300,False,False,True,True,
10319,Eliane Saheurs,96300,False,False,True,True,
3081,Philippe Charpentier,25700,False,True,False,False,
15737,Andrey Visokinsky,6180,False,False,True,False,
8845,Bezalel Levy,44200,False,False,True,False,
27101,Goce Andonoski,570,True,False,True,False,
3489,Derek Dickinson,3800,True,False,True,True,
24749,Michael Gorman,126000,False,False,True,True,
21639,Catherine Cauvin,6510,False,False,True,True,
33940,Kemal Yazici,7620,False,False,True,False,
31857,Biggivinci alias Gerald Groß,2,False,False,False,False,
33782,Nadia Abu-Aitah,778,False,False,True,True,
4171,Isabelle Amante,1750,False,False,True,True,
5787,Yermine Richardson,8690,False,False,True,True,
37175,Alberto Vallecillos,143,False,False,False,True,
1857,Toni Silber-Delerive,14700,False,False,False,False,
18155,Jon Sola,548,False,False,False,True,
28447,Jolanda Masa,3880,False,False,True,True,
6381,Rachel Mccullock,5760,False,False,True,False,
8907,Maria Elena Luciani,2930,True,False,False,True,
1494,Paul Anastasiu,1420,False,False,True,False,
9583,Ira Simidchieva,392,False,False,False,True,
16991,Larysa Uvarova,4130,False,False,False,False,
45670,Terry O'Neill,210000,True,True,True,True,
594,Yigal Pardo,19500,False,False,True,False,
3327,Daniel Dwyer,24100,False,False,True,True,
3801,Katia Weyher,1060,False,False,False,True,
10959,Winfried Lucassen,107,True,True,False,True,
7545,Rafal Chojnowski,373000,False,False,True,False,
13811,Lian Jhu,15100,False,False,True,False,
1569,Jaime Ruíz,154000,False,False,True,True,
34357,Tuan Dat Nguyen,1300,False,False,True,True,
10229,Jacqueline Hoebers,2710,False,False,True,False,
11535,Aurélie Salvaing,9960,False,False,False,False,
27633,Wayne Sumstine,8280,False,False,True,True,
7997,Richard Wurm,3320,False,False,True,False,
25471,Salvo Ferrante,729,False,False,False,True,
15227,Tanya Shatseva,36300,False,False,False,True,
576,Rue Asher,1300,False,False,True,True,
30883,Vicente Raúl Fernández Román,2730,False,False,True,True,
18009,Julia Ross,116000,False,False,True,True,
6963,LUIGI PELLANDA,4980,False,False,True,False,
5289,JuanCarlos rLora,2120,False,False,True,True,
5163,Sergey Sergeev,708,True,True,False,False,
25487,Berta Goldwaser,3510,False,False,True,True,
30961,Samy Snoussi,7700,False,False,True,True,
6915,Jonathan Ouisse,3620,False,False,False,True,
10951,Wayne Boucher,6040,True,False,False,True,
2333,Angelina Damenia,8090,False,False,True,False,
9747,Ioana Baltan,1540,False,False,True,True,
4931,Dagmar und Thomas Helmbold,118,False,True,False,True,
27119,Dasha IIyukhina,49,False,False,True,True,
34986,Jinks Kunst,39600,True,False,False,False,
11755,Frédérique Chabin-Rivière,3730,False,False,True,False,
14127,Hannah Perry Saucier,1050,False,False,True,False,
1825,Carlos Cerdá,33200,False,False,False,True,
5643,Alex Manea,11600,True,False,True,True,
668,Laurent Roch,6800,False,False,True,False,
32727,Elena Starostina,12500,False,False,True,False,
27611,Bill Santelli,9980,False,False,True,True,
27073,Yvan Favre,4550,False,False,True,False,
34579,Marianne Gabriel,11700,False,False,True,False,
5193,Vidan,91900,False,False,True,False,
9545,Yannick Diraison,401,False,False,True,False,
30559,Genia Sheyn,2570,False,False,True,True,
9985,Sofia Efremenko,926,False,False,True,True,
752,Pierre Carreau,13300,False,False,True,True,
9689,Erick Nogueda,511,False,False,True,False,
15969,Anna Franczuk,3290,False,False,True,True,
36710,Robert Combas,1350000,True,True,True,False,
17577,Fangmin Wu,12800,False,False,True,True,
8581,Eric Saint Georges,5190,False,False,True,True,
24095,Raphaël Federici,14300,False,False,True,False,
11437,Escha Van Den Bogerd,17400,True,False,True,True,
2127,Marie Thorndahl,2930,False,False,False,True,
15653,N'GUESSAN EMILE AUGUSTE GBEDE,1,False,False,False,False,
6649,Jon Bøe Paulsen,5250,True,False,False,True,
69427,Lorenzo López Ruiz,10700,False,False,True,True,
7593,Openmindz360,7140,False,False,False,True,
6961,Michele Berlot,4990,False,False,True,True,
15923,Bus Tomasi,910,False,False,True,True,
8557,Alison Corteen,4400,False,False,False,True,
7123,Minju Kim,118000,False,False,False,True,
7005,Detlef E. Aderhold,1050,False,False,True,True,
684,Stephanie Nückel,1850,True,False,True,True,
18469,Lauren Acton,13300,False,False,True,False,
1045,Debbie Lee,209000,False,False,False,True,
13965,Catherine Mainguy,11400,False,False,False,True,
10933,Amber Gittins,22100,False,False,True,True,
29099,jean claude Delannoy,3560,False,False,True,False,
6975,Joumana Medlej,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out. (read timeout=15)"
15869,Artsiom Albach,73,False,False,False,False,
19485,Claude Serpaggi,140,False,False,True,False,
9887,Elena Kirillova,11800,False,False,False,True,
32251,François Cusson,6390,False,False,True,True,
9161,Sophie Adair,5700,False,False,True,True,
1901,Andreas M. Wiese,6100,True,False,True,False,
8793,Rocio Navarro,40400,False,False,True,True,
31033,Jason Forcier,15700,False,False,True,True,
447,Dominique Humbert,6370,False,False,False,True,
7199,Toctoc,259000,False,False,False,True,
9333,Maria Drozdova,2890,False,False,False,True,
25319,Alma Goering,4060,False,False,True,True,
2101,Dangerous Minds Artists,4780,False,False,True,True,
15371,Dhawa Rezkyna,2560,False,False,True,False,
3173,Stephane Halbout,547,True,False,True,False,
28269,Valeri Tsvetkov,11300,False,False,False,True,
21583,Oscar Momi,309,False,False,False,False,
34901,Tanmoy Mitra,16600,False,False,True,True,
13025,Alexander Wotschel,1640,False,False,True,True,
2389,Ira Repey,5550,False,False,True,False,
20759,JJ Galloway,13800,False,False,True,True,
40227,Fernando de Szyszlo,66700,True,True,True,False,
4091,Fabien Bruttin,1510,False,False,True,True,
1178,Perceval Graells,6960,False,False,True,True,
36603,Ellsworth Kelly,1500000,True,True,True,True,
9343,Alexandra Oancea,5150,False,False,True,True,
26177,Olga Belka,11700,False,False,True,True,
28381,José Antonio Castro-Muñiz,2760,False,False,True,False,
9799,Rolando Vazquez,31900,False,False,False,True,
16689,Catherine Suchocka,3590,False,False,False,True,
14439,ANVAL,72200,False,False,True,False,
7827,Harold Rodriguez,50100,False,False,True,False,
27657,Joss Blanchard,3210,False,False,False,False,
10031,Marie-Rose Borrego,971,False,False,False,True,
36671,Marlene Dumas,270000,True,True,False,False,
399,Conrad Sevens,2010,False,False,True,False,
1192,Abdulhamid Abdalla,1060,False,False,False,True,
2587,Monika Herschberger,20800,False,False,True,True,
1656,Isabelle Delannoy,13800,False,False,False,False,
787,Karen Koschnick,1940,True,False,True,False,
31277,Colleen Ross,14900,True,False,False,True,
605,Jean-Jacques Chambry,271,False,False,True,False,
31129,Agnese Kurzemniece,10300,False,False,True,True,
10719,Yusuf Tarim,1990,False,False,True,True,
7143,Laurent Vermeersch,4950,False,False,False,True,
58977,Sarah Kube,5860,False,False,True,True,
23331,Tsanko Tsankov,6390,False,False,True,False,
23545,Abdelkader Kamal,2380,False,False,True,False,
36669,Marie Laurencin,1010000,True,True,True,False,
6377,Ludwig Nikulski,2110,False,False,False,False,
6025,Joyce Dunn,16500,False,False,True,True,
24589,Jamaleddin Toomajnia,2420,False,False,False,True,
566,Jan Ziegler,84700,False,False,True,True,
32001,Petra Penz,5100,False,False,True,True,
15471,Silvia Flechoso,2380,False,False,True,False,
955,Deepa Khanna Sobti,5120,False,False,True,True,
27925,Cheryl Harrison,79000,False,False,True,True,
59293,Petra Erengil,14600,False,False,True,True,
29275,Alain Carpentier,38700,False,False,False,False,
9579,Kalina Brajkovska,4480,False,False,True,True,
17795,Berardino Rubini,609,False,False,False,True,
6677,Joerg Hummel,235,False,False,True,True,
5795,WanJin KIM,5000,False,False,False,True,
8193,Isabelle Hugo,2270,False,False,True,False,
22497,Nathalie Cubéro,6550,False,False,True,False,
18119,Vlad Zadvorsky,290,False,False,False,True,
9669,Barry Wolfryd,4050,True,False,True,True,
16219,Charles Williams,312000,True,True,False,False,
12663,Arthur Djoroukhian,905,False,False,True,False,
23499,Jean-claude Causse,1190,False,False,False,False,
4833,Serhiy Savchenko,48000,True,False,True,True,
8367,ALVARO NEELIX,3030,False,False,False,True,
13897,Hugo Nefe,2470,False,False,True,False,
31543,Wawapod,35900,False,False,True,False,
11077,Vasiliy Kuraksa,47,False,False,True,False,
26445,Antonio Minervini,4560,False,False,True,False,
24735,Alejandro Martínez-Peña,2020,False,False,True,True,
21165,K.L. McKenna,829,True,False,True,False,
19051,Bohdan Yermakov,19700,True,True,True,True,
1937,Javiera da Fonseca,3250,False,False,True,True,
21867,Nandini Verma,48500,False,False,True,True,
351,Michaël Relave,4230,False,False,True,False,
11655,Pierre Grau,4240,False,False,False,False,
1691,Gaetano Panella,862,False,False,False,False,
3411,Christina Reiter,138000,False,False,True,True,
16761,Didier Ferré,75300000,False,True,False,False,
1276,Malte Hagen,5850,False,False,True,True,
36660,Louis Icart,245000,True,True,True,False,
6325,Rachel Paxton,14000,False,False,True,True,
3299,Zsuzsa Klemm,2350,False,False,True,True,
2349,Stevens Jay Carter,997,False,False,True,False,
8937,Daniel Bulimar Henciu,8020,False,False,True,True,
20055,Albert Karoyan,7670,False,False,True,True,
18963,Ruhulla Hasanzade,1110,False,False,True,False,
5509,Antonio Pico,8930,False,False,True,True,
11187,antoine verdier,4950,False,False,True,False,
27917,Igor Leontiev,3880,False,False,True,False,
12403,Janne Parviainen,17200,True,False,False,True,
27893,Josiane Zarka,617,False,False,True,False,
1396,Andrea Marchesini,24900,False,False,True,False,
24673,Xavier Wttrwulghe,5220,False,False,True,False,
3449,Abi Whitlock,9640,False,False,False,True,
7309,Monica Lee,245000,False,False,False,True,
6995,Nikoletta Antonopoulou,872,False,False,True,True,
13247,Andrea Sangalli,10600,False,False,True,False,
9701,Carine MOREAU (MOCAS),7,False,False,False,False,
29679,Elizabeth Albert,27700,True,False,False,True,
307,Wolfgang Lehmann,34000,True,False,False,True,
7293,Sami Gedik,2930,False,False,True,True,
19299,Carla Bertoli,3460,False,False,False,True,
11767,Ewa Dabrowska,42200,True,False,True,True,
22217,Mauro Di Berardino,3120,False,False,True,True,
10849,Sam Morrow,197000,False,False,False,True,
14309,Frederique Bruijnen,1650,False,False,False,False,
33736,Anton Polushin,701,False,False,True,False,
13399,Fernando Toro Piriz,2880,False,False,True,True,
25101,Lahra Nelson,1730,False,False,True,True,
33169,Ulrich Brauchle,4760,True,False,True,True,
32921,Jason Engelbart,4850,False,False,True,True,
12941,Cecilia Chiavistelli,6920,False,False,True,True,
1572,Brigitte Yoshiko Pruchnow,5110,True,False,True,True,
14883,Sabine Ducarn,2790,False,False,True,True,
21489,Brenda R. Fernández,5370,False,False,True,True,
9835,Guyla Artiste,214,False,False,True,True,
429,Marijah Bac Cam,217000,False,False,True,True,
62402,Evgeniya Duvakina,5440,False,False,True,True,
1869,Maria Bejarano,23500,True,False,True,False,
13931,Marianne Enhörning,17200,True,False,False,True,
14195,Bixhope Art,8250,False,False,False,True,
27169,Felipe Barreiro,5120,False,False,True,True,
22379,Nacèra Kainou,2960,True,False,True,False,
49975,Christo,6700000,True,True,True,True,
15513,Sophie COSTA,25900,False,False,True,True,
23693,Csendes Csaba,4070,False,False,True,False,
34422,Delyafruz Bagirova,706,False,False,True,False,
1501,Uzma Sultan,6470,False,False,False,True,
5011,Ulugbek Doschanov,5070,False,False,False,False,
43086,Wassily Kandinsky,3980000,True,True,False,False,
14393,Véronique Fièvre,2070,False,False,True,False,
27589,Mariusz Kaldowski,18600,False,False,True,True,
31661,Joel Equagoo,1320,False,False,True,False,
11859,Iren Shtefan,1510,False,False,True,True,
33390,Morgan Bisoux,4880,False,False,True,True,
27473,Nathalie Roure,5600,False,False,True,True,
11057,ANAGRUZ,12100,False,False,True,True,
49915,Gilbert Pastor,53400,False,False,True,False,
20313,Valeri Tarasov,1010,False,False,False,True,
29053,Béatrice Alice LAFITTE IRIGARAY,338,False,False,False,True,
24805,pierre lamblin,17800,False,False,True,True,
5753,Cristina Figarola,9360,False,False,True,True,
35277,Romain Veillon,15800,True,False,True,True,
11115,Karin Frank,19900,True,False,True,True,
28179,Jacques Sterenberg,10900,False,False,True,True,
